original_title,poster_path,date,rate
"Sjećaš li se, Dolly Bell?",/wm4C8ls3n6UlWWQgb9v0HZId9mE.jpg,1981,7.0
So Fine,/oBuNhORf8gEFGe9v483uJDRvO0X.jpg,1981,5.3
La soupe aux choux,/prCMO4jBQ2O82QNxw9thpYZ73gq.jpg,1981,6.3
Southern Comfort,/m6DvrQndASYnc6b7eqTuF26g3OZ.jpg,1981,7.0
Sphinx,/ocJ60uJGvJ4boqegogkGNOTJK1e.jpg,1981,5.9
Storie di ordinaria follia,/2NyjC117qzHGK3YwLlDwqDn2wJB.jpg,1981,6.5
Student Bodies,/xdZluQ9y2fb2IBMWmSRyNt0ifyn.jpg,1981,5.7
Take This Job and Shove It,/tzuyOxjnVtqm4MnhEF5ZtOXPuKq.jpg,1981,4.8
"Tarzan, the Ape Man",/rjJje4aefMCHSn9xgldWZ2aOehT.jpg,1981,4.1
Tattoo,/mbF3nZ6z876Ppd8oaUziCPiwW0D.jpg,1981,6.0
They All Laughed,/bdimknTxYJlBj03WOeoPruAyo2g.jpg,1981,5.6
Thief,/d7Hr3bL54fQWHivuOpbRP8FWaft.jpg,1981,7.3
This Is Elvis,/xyuz0TwRdWehjdvlSfjFj72fhIx.jpg,1981,6.5
True Confessions,/chQKlxVixp3t91Vn10wJToto6fo.jpg,1981,5.6
The Emperor's Club,/tJ7Lc8lOoHnfus7veZ17nVDM7YG.jpg,2002,6.9
Friday After Next,/pB49Sg3v247oHFPNvQLJDiX4OgA.jpg,2002,6.0
Personal Velocity,/94kPC9S4aidaTfeBc8Yu6Lr2RDQ.jpg,2002,5.3
The Quiet American,/v5C4z1tX7QOQMP9eHLcUC1rs4ud.jpg,2002,6.5
Hable con ella,/klsBB1YEGRyC7YjiLYCKIqkU6pY.jpg,2002,7.5
Eight Crazy Nights,/sGLa9Sj4wq8OBRFG4aGuGeMd1ow.jpg,2002,5.3
Extreme Ops,/9cddVqp4fiPTZumF09k3uAEluFw.jpg,2002,5.1
Solaris,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,2002,5.9
They,/sxyniUtPDxJ0gm32U2LDjuYvnaE.jpg,2002,4.7
Chopper Chicks in Zombietown,/yiDgOo4vwllcSZPIxOtdlFOLEiB.jpg,1989,4.8
"Was tun, wenn's brennt?",/mwArzIF6kOjBUM1CyfvQOBvdpTc.jpg,2001,6.2
Ik ook van jou,/rrOORfxHLmONvyZc8V1vw5G0Fs4.jpg,2001,5.5
Another You,/zbXVwSOa79Nn9RIrKXzgWpS5Czv.jpg,1991,5.1
Брат,/pake7mT8SMmhbqGz3mN735pwNqD.jpg,1997,6.8
Жестокий романс,/mwRuJDUYcig3wbVnueNVpKBlSEp.jpg,1984,6.1
Elling,/i4o9u93vR7setcwVeL87jGwc8CS.jpg,2001,6.9
The Island at the Top of the World,/4dEueVCqXUpOeO0KmLe5SbRM6Ri.jpg,1974,5.9
The Last Seduction,/9gB7E2GPGURD2QbzlM6kSv5Uc94.jpg,1994,6.7
Joey,/zB21QwHOomxVSdeSm6Pz5P3l2hi.jpg,1985,6.2
New Waterford Girl,/h13aSuB4pSxsvLtPB0U8MtcaOge.jpg,1999,7.0
Das Arche Noah Prinzip,/ee1djwXS75P834QHmTBtC5xdxQ0.jpg,1984,5.1
The Sword and the Sorcerer,/m0rAw4P71AyAGaMxCiaBdnz8hRA.jpg,1982,5.7
Zulu,/bWrEo0s3GM3mlSHssetajs81cLK.jpg,1964,7.4
Analyze That,/qq12vSFojs306GpQh2hf5oILMsc.jpg,2002,5.7
Empire,/rTsf1SrEZJsSYAvxiReVOYTJGiB.jpg,2002,6.4
Adaptation.,/5trb1V5f3IsjpZx2GiuUylowl3W.jpg,2002,7.3
Da wu sheng,/A7lgrqFohTQdWBvaQMKYibTFEOi.jpg,2011,5.4
Ça commence aujourd'hui,/wzN4ozt6zLHAfaCqz3wW8J3p1C0.jpg,1999,6.8
Medea,/kD0SZgXwBwttSjDxZttIbZiMPvJ.jpg,1969,6.1
Scarlet Diva,/ySLCXC0Ai11ZHYumsaoR5heLhkk.jpg,2000,5.3
ビジターQ,/qdYDzkWmRGXSb8TGH4JGI2LaKuI.jpg,2001,6.7
Les uns et les autres,/sXUDmBdTBY07s5XeCF5liDcyfUi.jpg,1981,6.9
Urgh! A Music War,/2fodtaKpElS0vVMm0LDiacnRjmj.jpg,1981,6.6
Vabank,/qzN6VeaLMothkhbMogPgWdtUzVA.jpg,1981,7.0
Varning för Jönssonligan,/pV9WibKzEqS3l2w2QC3BwGrJZQT.jpg,1981,5.8
Escape to Victory,/wHbwsEtXRWxncYvH7LCYuQ19MOo.jpg,1981,6.7
Whose Life Is It Anyway?,/sMlfbhGgj9FGx6H2WtxUv9ZikzV.jpg,1981,6.4
Zoot Suit,/qAqLtWWFd5UxPqcgvFfg85hn13V.jpg,1981,6.5
Alone in the Dark,/AtdnaxYy5J2JvKTPGhMeGRhVIeY.jpg,1982,5.6
Android,/oy3ycKUjXjlB6DSN33q9Cr7gqJH.jpg,1982,5.7
L'as des as,/2MmyG7IdKAqEUnVfg2bZnAo718u.jpg,1982,6.6
Attack Force Z,/pa3U6vA2pN94Vy6Pm7jOkrFcPFi.jpg,1982,5.0
Attila flagello di Dio,/hs8MZy3cdh6MJXE1ozid5MMzizF.jpg,1982,5.7
Author! Author!,/gPnCSbuZW24I6RsPHpOSttBg5E4.jpg,1982,5.7
Barbarosa,/p4maRLB7jYDsmzcZjcYFFa3ul6y.jpg,1982,6.2
The Beast Within,/bnoThpfg26xVDdL0h4gUA9yxXIv.jpg,1982,5.4
Best Friends,/c3rpXDFeIQ3mLGyutSodoKXEc63.jpg,1982,5.5
The Best Little Whorehouse in Texas,/vmINRBcZEIMTpQxpj6NO9CFK4Y4.jpg,1982,5.9
The Border,/k2AVrbrJEMFiprVbb6fDUkasqnp.jpg,1982,6.1
La Boum 2,/5xJSNVifX1ItjClex9OXAph39oV.jpg,1982,6.3
Brimstone & Treacle,/zU5MYU4kNNau04kvJD7Ezq2lGDZ.jpg,1982,6.5
Britannia Hospital,/d6z3czURD2RFu0XMpfgSochaO25.jpg,1982,7.2
Burden of Dreams,/xof9qWnk2hZ83VThQfjBFfj6F5a.jpg,1982,7.5
Cannery Row,/efLkDkAHMCqFbHdoOa4Q3sv3ZEQ.jpg,1982,5.6
The Challenge,/7BN8BOMjv6UojkmqIMT44HgIX4Y.jpg,1982,6.3
Class of 1984,/whDnqSYg4yYgVzbVhLSjzC5piUR.jpg,1982,6.2
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",/3mTsmNVDvxyCNX16BSnkEcNQE8I.jpg,1982,5.2
Danton,/qoGbvuLDi1T7Wpb6EkSLmda5Yrd.jpg,1983,6.9
Deathtrap,/3av5l5YyGnwiqLqlNPtXmJq7g9B.jpg,1982,6.7
Dünyayı Kurtaran Adam,/bMv3ljHpObzvoMSUYWtPqxjwd1b.jpg,1982,5.9
Eating Raoul,/9C7fxMvDqcWrjBy86wuAtGGjq3D.jpg,1982,6.9
Drumline,/nkTvFgTyLSR4eXuefgyDeQ0eLJZ.jpg,2002,6.2
The Hot Chick,/7VxJmoWobDdARhEkU8mIiZwWEj8.jpg,2002,5.5
Maid in Manhattan,/3LQ4wKp4lF41yTTRSd6QdgD6eXO.jpg,2002,5.6
Star Trek: Nemesis,/n4TpLWPi062AofIq4kwmaPNBSvA.jpg,2002,6.1
About Schmidt,/riJV5Bq0IXItG3ceywNWkw7il7K.jpg,2002,6.7
El Bola,/6YKYIDgMPqPDthfGcFd1fQ7m8oS.jpg,2000,7.0
Evelyn,/pjx82AZ2LZqRVShVmO0aocTzyNG.jpg,2002,6.4
The Guys,/v1fPjeFJVFtCu6S3bvJZGfFZplr.jpg,2002,5.5
Intacto,/pmpkBlCLH3wkjU6aXmhuqxrGvd1.jpg,2001,6.6
Morvern Callar,/h0n1XCn2OW73qYtGgIJTq37XP2M.jpg,2002,7.1
鬼子来了,/hBJD9olyXvj2ugw1AHllm3gZQWp.jpg,2000,7.5
25th Hour,/hf3KpQ13Z8HS0ZodzooMiR8PBqD.jpg,2002,7.2
Antwone Fisher,/exxd2ddAB1F82QBzxiHGHijltwM.jpg,2002,6.7
Two Weeks Notice,/oJhoI85vBdFRSMEgnYNCcrNDocJ.jpg,2002,5.9
The Wild Thornberrys Movie,/qkifIhEnzQtoIZw3cSKguZzK1Wm.jpg,2002,5.8
Narc,/e4Nn2EBJI3QETADT0cuNaWC9nYv.jpg,2002,6.8
Bad Influence,/7TApQ9gt74NetIO9Iz6jeRr3IKd.jpg,1990,5.8
Blue Steel,/sftcJ7tCcL2DYFcJVL4ds4Zg7wt.jpg,1990,5.4
Body of Evidence,/31M7UUTMo5PjCnvcfbtWjokJXMZ.jpg,1993,4.6
The Children's Hour,/goyEWixvULM2IRN4KsKibyrJE4J.jpg,1961,7.4
Company Business,/mEFLQpiC1BqhLFYvs62zmWcKk6T.jpg,1991,5.5
The Duellists,/zoioQnFsfDlZ0rG6jdrdmj6pw9f.jpg,1977,7.1
A Kiss Before Dying,/4vap0guvlafQRBGDWKw4kWoeWWl.jpg,1956,6.8
Legend of the Lost,/3SIcFeARS3BgyOkGRJarKuVtjP0.jpg,1957,6.1
Miami Blues,/vgNn0b7dkP8fnsxG9dCFdL9OM96.jpg,1990,5.7
My Girl 2,/atWjmIF3qNr6famVv9UOyXR2xDT.jpg,1994,5.4
My Girl,/4Csti4PTqzJM1lSY1zoFgXyjB8X.jpg,1991,7.0
The Road to Hong Kong,/uYjyMbVAdqK4qbdHDjiWLRQLsLm.jpg,1962,6.0
Running Time,/pYTtruwRkDUdwVhixURXIJR0ypQ.jpg,1997,6.1
The Thief of Bagdad,/5YkPgVJIMxQ7DeXqkjokAQ203Bx.jpg,1940,7.4
Where Sleeping Dogs Lie,/60EvK7L1RqwjWfFaftlSJOPtlJl.jpg,1991,5.0
Where’s Poppa?,/3Ria0kkWlx1U1CAZc2IRmP7v09F.jpg,1970,6.7
The Whistle Blower,/8FusT17mmswNeuUR8QdZjqifPC.jpg,1986,6.1
Attack of the Crab Monsters,/3RXrOrinRqZHkNarcn6xjkztH24.jpg,1957,5.1
Black Christmas,/vBof7r0eQlEJHosYncGXg893d63.jpg,1974,6.8
The Day of the Triffids,/8jig73Xk0ydXx7DL4VZTVPsHOSf.jpg,1962,6.1
Invaders from Mars,/tafnBTKqr5EFxDt8TTD9tHUx6YB.jpg,1953,6.0
Histoire d'O,/5flWyu0Ze1dsyFkANeyTQJXISjQ.jpg,1975,5.7
अशोक,/gd6yxgNJigLzyJ5tNQee20gpXNH.jpg,2001,5.8
Fat City,/xRjvUQqqMUACGre1IVJJwip8WVd.jpg,1972,6.9
"Love, Honour and Obey",/vVRNPpDJ2ac4P8EQU1DcNPVmG4q.jpg,2000,6.5
Quicksilver,/hr07rhBaNlNqcpHbMZZ81T7J5yv.jpg,1986,5.6
Pinocchio,/hdQzzWOo5vnL3iDq6G8knpNnlBn.jpg,2002,5.6
Max,/fzl48iRWkalx6c84lokVBoTQJjS.jpg,2002,6.2
Nicholas Nickleby,/lpoTyRzI35gjWEFozKL0TCKDQXq.jpg,2002,6.7
Sonny,/8oGkULN17bm6mWrR8aFBVTPicmj.jpg,2002,5.2
Champagne For Caesar,/mqzKSBKBN5owgteq2IIDUBsMntA.jpg,1950,6.5
Doppelganger,/2HNJVcsFxLTELPMspc5cHnaOwan.jpg,1993,4.7
Heavy Metal 2000,/CDv2U64QX6ZzbgWbz4licizkX6.jpg,2000,5.3
La casa sperduta nel parco,/5Y2oz2GLOC9eLu7OUVO1i094eTD.jpg,1980,5.8
The King of Comedy,/pbAqLKoLydP7jl6P0vmYwlDtRPD.jpg,1982,7.6
Love Liza,/oSvvgD9j4VgYdeeZrsMgV0kfAJT.jpg,2002,6.4
Confessions of a Dangerous Mind,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,2002,6.6
Blue Collar Comedy Tour: The Movie,/f7FwuUdVqvCVBBzXS7QFLWftOw7.jpg,2003,6.0
Just Married,/15Xm4K7vPLRYDDErYK6lnbuvXWY.jpg,2003,5.3
Le fils,/t5ldLCOYo7uyJWmuDiTGdNISYBi.jpg,2002,6.5
Hyôryû-gai,/dgVeUsrOk5SjGizCHnEVR6NLGyY.jpg,2000,6.4
Double Whammy,/3VXpFKVEv1R8B7cTUfLMLmMLnwM.jpg,2001,5.7
WiseGirls,/rdQqtP1wm94ij4oqDNuPHmGViNK.jpg,2002,5.3
A Guy Thing,/lpv86hQftikE2ecb1OPYFFMr98r.jpg,2003,5.3
Kangaroo Jack,/a6kZTRfKtBWe7x4mCRvL4IOpEoZ.jpg,2003,4.3
National Security,/5YFPkMgy5NCzUSYl5Ep8p0vK9qB.jpg,2003,5.5
大腕,/7eBtcNNcusFuLcG73V4XxtMECdC.jpg,2001,5.8
En kærlighedshistorie,/nSwfRkMVZ8m9ry1zJsE9WXVXT58.jpg,2001,5.5
Above Suspicion,/2ldW4mPlSUM6lLc4uT91YPHCqIW.jpg,1995,6.6
Alice Adams,/b2w05AtYICKnpGE7uFxQle0yqeN.jpg,1935,5.3
Der amerikanische Freund,/x8DO2kP5Znbog0WvefZPcHIHfWU.jpg,1977,6.9
American Me,/1ZQQi5AQCo4ThYxHPy6bKIMOrLm.jpg,1992,7.2
Bande à part,/9oqyj79xmcypxLajJdefOtrYx64.jpg,1964,7.4
Breaking Up,/yGUHop7AecTQA2JOpODyTCll1Kx.jpg,1997,4.6
CB4,/fdRQvWe6qbOqa5xQJYTAdA0tX28.jpg,1993,6.2
Der Totmacher,/udChzKJYY8xNhg1zToO4HVSJ8k9.jpg,1995,6.5
Dogfight,/16zfixhmOSFPpWppJI21FcfSW9.jpg,1991,6.5
"Easy Come, Easy Go",/cwFEoZJZx9Vw9NBNbQAGg8w0R41.jpg,1967,6.0
Fun in Acapulco,/e17wNiCcS2L2yburxahNHKOS8Sa.jpg,1963,5.8
Girls! Girls! Girls!,/mykRH5OsTpOfWvej4859wfyMFLo.jpg,1962,5.7
Imitation of Life,/7Eh9ZVKOhyqyYVlKJBm9J51Qbhu.jpg,1959,7.1
A Little Romance,/jAoZgVTV49dgSsRn5oCNxcWvoNb.jpg,1979,7.1
Mystery Date,/d1B4cHF5Evb5qf03KbUPTMkhE0Y.jpg,1991,5.6
"Paradise, Hawaiian Style",/cZrNtLBA3KRdp2TrrxVbwo8ewox.jpg,1966,5.1
Pépé le Moko,/u15xWg0f13fsWAY32RNz8FMimuI.jpg,1937,7.3
Secret Admirer,/6S0ikLykOVNNhUlZISxjDwFLrvy.jpg,1985,6.6
Summer Lovers,/7OKJFPzvGfLLounKpBaoISlgv4p.jpg,1982,5.5
Tune in Tomorrow...,/uGBv4B2qtyXtU71XENYbjyVbf8H.jpg,1990,5.6
Darkness Falls,/mQJXbHqu3984LXuDuFr9bF5axy6.jpg,2003,4.9
Amen.,/3uaiPsJgagOVWzRsDlH3TKdVHrw.jpg,2002,7.0
Im toten Winkel - Hitlers Sekretärin,/3YLOGKljqXiClx4tTWDBczetXoq.jpg,2002,6.0
Im Spiegel der Maya Deren,/y0WJn20Hn2JTEtCYDGwnq5U66fu.jpg,2002,7.1
Bullet,/3o97gFD7CX694iv56I92DLj8GJ.jpg,1996,6.7
Claudine,/a5QoNY4nTNFiwgq4dbMtLsQ4LpL.jpg,1974,6.1
Dead Reckoning,/h5CTXB4qKp3HY1bQcFRNc4VyHvt.jpg,1947,6.4
The Devil at 4 O'Clock,/hg7zy2TC0qYfKs3o2TYvxhlcGou.jpg,1961,6.2
Ethan Frome,/4ackGPjsP9i18t89LtW7MSjynpQ.jpg,1993,5.7
Gus,/llkUZZZ4IUFADPAUwsJztf7IvNo.jpg,1976,6.5
The Harder They Come,/uCpkPYfTIyXWYjB1zaSgMSW45wq.jpg,1972,6.7
The Horse in the Gray Flannel Suit,/idOPjd1XJJxugHcJlTFa5AJzVJB.jpg,1968,5.6
Krush Groove,/ZccQA1MQejTGeqotMnlGOAjs1c.jpg,1985,6.8
The Moon-Spinners,/kvF2wxGssUS7LkFMLYx0tI9rPxi.jpg,1964,6.2
Sugar Hill,/hmLCUThx5aexZg7UlB6VKkae1zB.jpg,1994,5.5
Chaos,/4ztFl82Bo0GejLIDEkibU94dybK.jpg,2001,6.1
Biker Boyz,/gd5Ow4lnjpIgCzDWZyXDvgheMe9.jpg,2003,5.1
The Recruit,/hQuFWLIKUwWUWYhk6KHsBOKKeHc.jpg,2003,6.2
The Guru,/kbqBlFIjxXkJCLHQxzq9nhTKubQ.jpg,2002,5.1
Kedma,/m3GQY1GOPUTEsrMgdAjsH3D7vyd.jpg,2002,5.6
Lost in La Mancha,/eE3PTIWFVmmLcq3MrMYdzGTgOIT.jpg,2002,7.1
May,/kUaoxNyLFhZ8tOKFXu4xQnZJYxa.jpg,2002,6.3
The Harder They Fall,/wUt7Vtexj9CJC9YepC78S5FzXwa.jpg,1956,6.6
I'm All Right Jack,/tEkGPT0uylZDqLvVLKQJ7xa9lFG.jpg,1959,6.7
Murder by Decree,/zRXOiNnJM9BnO29Jpx7dAaFXvCZ.jpg,1979,6.4
Ordinary Decent Criminal,/o4Ff4WvP2UhvzEVu76GZuXm9WcA.jpg,2000,6.0
Pursued,/qaTKjmGJGQUixfjHiRBlTognST6.jpg,1947,6.2
The Smallest Show on Earth,/4kk7IrCFAXk3glnMlMIdFCVOuXl.jpg,1957,6.7
トパーズ,/dnuNC6cnTEGdQA3HR0sKvm6Ddx0.jpg,1992,6.0
Two Way Stretch,/1uPtkr8RcVQ2lvtR7nSfxbUdWZp.jpg,1960,6.5
La femme infidèle,/ZP8UWsasiwwYI2ikJTzd01cY6A.jpg,1969,7.0
Victim,/n3KNTSygPZzMIFHUabvC2s3cC9E.jpg,1961,6.9
Endangered Species,/7hN9G4iilqPJFCxamyjBUaHWMX.jpg,1982,6.4
Den enfaldige mördaren,/f2yAPnQv5F2SdVxvZXR2yCxSTdU.jpg,1982,6.8
Enigma,/34kkb2QFPIbDv2KhqY0FwtR5Q4F.jpg,1983,5.9
Evil Under the Sun,/ppwZtjANncNPO623L8D7EbLPy6c.jpg,1982,6.5
Firefox,/1QK1xhmvnLLZhDC8DNaFt08psp9.jpg,1982,5.5
Five Days One Summer,/5ow4vYPllDaGgi3dt9Kgh3vRaha.jpg,1982,5.8
Forced Vengeance,/3AaPWvywczDIeGFCjUvohBIMzJL.jpg,1982,5.9
Le gendarme et les gendarmettes,/oiBMvExDwLyI6J6ZoRZCIT9YmYI.jpg,1982,6.2
The Grey Fox,/wAKDJmxGaTqfw0MiyzlD7eqQQA4.jpg,1982,6.7
Hammett,/zPD3rnM2bCJ4B705BN8X2tRcxPe.jpg,1982,6.3
Honkytonk Man,/7kCPvBNgpb1qAcmEpj1q17ySbcO.jpg,1982,5.5
Human Highway,/AawoiA1QNFgAw57c7NW4lsBYgxd.jpg,1982,5.4
"I, the Jury",/nrDU3GkcsPze1yZ2Y3HurKnNDrD.jpg,1982,5.8
Jekyll and Hyde ... Together Again,/2FBX9zi9Nalb1TuLxKcGv7DYVaw.jpg,1982,5.2
Jönssonligan & DynamitHarry,/dWiBCQ4OCBgC5ZJUpy8muRegNZo.jpg,1982,5.2
Kiss Me Goodbye,/r2e15qJMI8ugEid2jxEGPw6WGXx.jpg,1982,5.9
Laberinto de pasiones,/tGCqFeUXNcNKO03ILHy6oJH6mtL.jpg,1982,6.4
The Last American Virgin,/3nGKDx5I7egbyZcDpV83tgHoANQ.jpg,1982,6.4
The Last Unicorn,/m8HUHltLUdPBzsMKY3U7evgkQVX.jpg,1982,7.0
Liquid Sky,/kIwtXcEGrRsJdRhld7OWCpx5DBO.jpg,1982,6.1
Dragon Lord,/xauBwF4uxry2v5WoLzmmAxclicX.jpg,1982,6.1
Making Love,/trLSk2WtzA4NG5HDHCey8QJKSOH.jpg,1982,5.2
Manhattan Baby,/pfp74efox66tsTqqfsQSjsgvVgy.jpg,1982,5.6
Maratonci trče počasni krug,/q7b7VrB6EsemxxV4zZUWKEDkoyE.jpg,1982,7.4
Megaforce,/zpXDYcSR4y06fkpNdxEiQ2JoExS.jpg,1982,4.0
A Midsummer Night's Sex Comedy,/5eZgNYn8oHdJlBhBuF7fpDoe13R.jpg,1982,6.5
Missing,/b7L4cl5OUHMr1aB2CUajWXJwAZy.jpg,1982,7.1
The Missionary,/q9brTNWdI9ZueihzdnbwWCDzOQ.jpg,1982,5.4
Monsignor,/cZo4nPw6nJDcaFu0inyR0lv1meU.jpg,1982,5.4
Monty Python Live at the Hollywood Bowl,/spBKXtbPQRTneaXj8Sw9KDbGFbz.jpg,1982,7.1
Moonlighting,/A10ctrMho2nVcPGfxSy2pxezTPm.jpg,1982,6.7
Mother Lode,/hsJcrEvHnhLzCC9vBRfa3X110dW.jpg,1982,6.2
La Notte di San Lorenzo,/bJp4lpI7HhKnpYnuosBQ3tknue3.jpg,1982,6.2
La Nuit de Varennes,/zxY7Gl9GPfiyK0xd62lXv1wLy2r.jpg,1982,6.3
One from the Heart,/87FmvWdw1sWLUz7b9S5SrEGSTag.jpg,1982,5.7
Pandemonium,/jNR1MWNLZefJQdk3HHe1fkMtkGV.jpg,1982,6.0
Paradise,/nemNNhIph3NAog2blD05i05hZRr.jpg,1982,5.7
Partners,/dmxbQhVFVbjDYE57WvJo2VhLydp.jpg,1982,6.0
Passion,/353Bfz0FecTM3WRxOlLqlvOPX5D.jpg,1982,5.8
Permanent Vacation,/kUZs81UdFQpVBDgGOttHpJpJEza.jpg,1980,6.0
Personal Best,/3BBBF3Z6PdKfaVqjYMnY5r50p8Q.jpg,1982,5.3
The Pirate Movie,/6m1mBSu2SCs0BUn0xnULNXLhhuZ.jpg,1982,5.6
Privates on Parade,/2mi40cHe8sJ0tWZ2ZzVytP7lwyC.jpg,1983,5.3
Przypadek,/vAhE65Ml03TS9GlXGWqd4jsdOIW.jpg,1987,7.5
Le Père Noël est une ordure,/6uGKLMietstC36Ih8lybvKjFeQS.jpg,1982,7.4
Q,/nL9mJ0noLOC86gRJcMUrVrPYHza.jpg,1982,5.5
Querelle,/kneOXNz4iS7Q86QAnNjpxDZ52JF.jpg,1982,6.4
Richard Pryor: Live on the Sunset Strip,/psp2Z8o4OlKhu0JR8WDGrr0yqfB.jpg,1982,7.4
Sans soleil,/3L5sW2hGHQmNfVBdOsonSfGzSrN.jpg,1983,7.6
Savannah Smiles,/4yzDqSUQVM4M3KPJxoPXOgYyHwc.jpg,1982,5.5
Die Sehnsucht der Veronika Voss,/6LAc7JNep7hC4CJ7p1U0oNsBnm4.jpg,1982,6.8
Shoot the Moon,/6b69emY2nDvAZ0wNgTXXHpCGEEa.jpg,1982,5.8
Six Pack,/etxC3zXOFWPHBxDEhBMqiwMj4CM.jpg,1982,5.9
Six Weeks,/sV2xYABj5hR7xZQA59zQJSi3z6.jpg,1982,5.6
The Soldier,/74J8Gyiy2mT1x8mrQCukULxlt4Y.jpg,1982,5.9
Some Kind of Hero,/8tQshz7WRy2Zm1QxYGQei28Eqyw.jpg,1982,6.2
Lo squartatore di New York,/o7WfOy00PJWFHQBiqXok3PrAvc2.jpg,1982,5.7
Der Stand der Dinge,/4cxQ9c0mTRxK3l1epc8lXcTJ6hj.jpg,1982,6.2
Still of the Night,/qDbq1iuJ5SM3vmrqEh48UtiXja8.jpg,1982,6.1
El Sur,/q7cTmBIeI1kYwQTOcdf0ltPFj3H.jpg,1983,7.0
Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,/5j3BUxxgVRIFlP7QfWKEI2IOL1Z.jpg,1984,6.4
Tag: The Assassination Game,/iO835SEunKhxwtIHQYAkKXOuvQb.jpg,1982,5.9
Tempest,/ixyzptEvkbCky5WPVIwVfepBH0x.jpg,1982,5.7
They Call Me Bruce?,/sLHPtrKbdriGQx4LnKYFcjpQK7O.jpg,1982,5.4
Time Walker,/6RkCAh48RAEghxO2iCFTx5z4Pnc.jpg,1982,5.8
Trail of the Pink Panther,/w7ZMFiYaIfcnlAtKtBikvGRyS0j.jpg,1982,5.0
La traviata,/lYWKpgfzwfB8I3lNHVW6icIxcOV.jpg,1982,6.4
Venom,/dsniYFjhtrf9hYSIzrajaFfUT6V.jpg,1981,6.8
Volver a empezar,/dkYUZM3ODPvv4JhFxi1gshdPKN.jpg,1982,6.2
Die weisse Rose,/2pLacOm0hYoiLk4SvXBn3xURWUF.jpg,1982,6.3
White Dog,/i6HpXEGPwsMGUetM4l0OgT0SjlD.jpg,1982,6.5
Who Dares Wins,/qCI6fO097xW9dd42QZ8aUe8WKhn.jpg,1982,6.2
Wrong Is Right,/cCb70eTCRH5j74m8hkdwo856QgY.jpg,1982,6.0
Yol,/y0AG0unrrDZT5P1MrMCxP0C9IdX.jpg,1982,6.9
Il mondo di Yor,/prR4oPV4fjXtrU2BZVCfGGRKK5P.jpg,1983,4.5
Zapped!,/ptMRq9SEoyjLfOYfx8ZYht0BdFI.jpg,1982,5.2
Deliver Us from Eva,/tz9XMlgUuBHZ0Ygbh3uZ77So3eQ.jpg,2003,6.1
How to Lose a Guy in 10 Days,/aiB7u6xZ9RWeDTQ7c92J8AoiHj3.jpg,2003,6.3
Shanghai Knights,/g5BFUJPgv9CoGDyAX4XZFcEY36a.jpg,2003,6.0
Daredevil,/dNVEqwgIdrwWQL3zXI5mQG60oM5.jpg,2003,5.0
The Jungle Book 2,/1RuSouDN1hiIpVQrGlkmKFpNqKd.jpg,2003,5.6
All the Real Girls,/dP6j9oKy7Jog0rLFJx4yHNnwFRU.jpg,2003,5.9
Amandla! A Revolution in Four-Part Harmony,/1rAwAno1z9LrzfqbH9ulOAYZNcZ.jpg,2002,6.9
취화선,/o5cUAwdoGsmuWIjDkFdYzpglyCY.jpg,2002,6.4
Gerry,/1lu054JL6OPG65N99MaYCdI6y8T.jpg,2002,6.1
À la folie... pas du tout,/2CApSHwXS8M6nNpgAslXo6zl7bc.jpg,2002,6.9
Lockdown,/5i2aVGMXrIAX5iq5WmohmPFIfpL.jpg,2000,5.7
Dennis the Menace,/zLrKmaLnbgk257QmD0YPo0Uji9J.jpg,1993,5.5
Stand-In,/gh5UJIEtyr2eMn2bR7vr4LKOr1u.jpg,1937,6.5
10 to Midnight,/bJiLyz6g8vsFgJ5oAdMWlQAWY4T.jpg,1983,6.1
The Black Stallion Returns,/k7utsY6ineBK1j5uLsmEbZLTDKi.jpg,1983,6.1
The Black Stallion,/ffwGAYlVaGpsEEuchZu84rhScQO.jpg,1979,6.9
César et Rosalie,/vcg7PUsgTOMDGaq6ysKwXa0iz9u.jpg,1972,6.9
A Countess from Hong Kong,/20sih3KIfCERbSb15tLSfzmaAm9.jpg,1967,5.9
Into the West,/2penaUnqg1Vme6qfTUBFiQKlE6s.jpg,1992,6.5
Kinjite: Forbidden Subjects,/rTqTswNj2hHKrfMxECK3O7fRrIS.jpg,1989,4.8
Messenger of Death,/b11aPUfLOdicBOXE7uzN0yWKMbU.jpg,1988,5.7
Mr. Majestyk,/bK6ozxGUou1t2Ra9ZNLQY4vh0ae.jpg,1974,6.9
Murphy's Law,/yVPcChKZgVkjjBPqJlfxBRLTvga.jpg,1986,6.1
A Patch of Blue,/srKe3Xid8dc2np8KumAFhFeiDEs.jpg,1965,7.4
A Prayer for the Dying,/1FWLFdM8kUIeVzNTgnG1Vg5cbFJ.jpg,1987,6.1
Q & A,/kj71RhVRiG9a3pmq2QnVKVwrQwb.jpg,1990,6.5
The Red Badge of Courage,/sFb3Ik6IvIlbFVX1bmFN52je2mr.jpg,1951,6.4
The Thrill of It All,/jnCEuI8LqQqvkvslqtp6ZyS4QQN.jpg,1963,6.7
Pillow Talk,/oaMOtLOXS7VIMryBff4FWe4THuV.jpg,1959,6.7
